average_packet_size,packet_length_mean,subflow_fwd_bytes,total_fwd_packet_length,fwd_header_length, fwd_packet_length_max,packet_length_std,packet_length_variance,max_packet_length,init_win_bytes_fwd,flow_iat_max,fwd_iat_max,flow_duration,fwd_segment_size,fwd_packet_length_mean,flow_bytes_per_sec,fwd_iat_total,fwd_iat_mean,fwd_packets_per_second,avg_bwd_segment_size,Label
54,54,54,3672,4080,54,0,0,54,0,0.02020359,0.02020359,0.070716143,54,54,51925.90917,0.070716143,0.001055465,961.5909105,0,Portscan
73.75903614,73.75903614,74,6068,8200,74,2.182020515,4.761213529,74,64240,0.008297682,0.008297682,0.072958469,74,74,83910.75157,0.072958469,0.000900722,1123.927087,54,Portscan
73.76190476,73.76190476,74,6142,8300,74,2.169150852,4.70521542,74,64240,0.008297682,0.008297682,0.074965,74,74,82651.90405,0.074965,0.000914207,1107.18335,54,Portscan
54,54,54,3726,4140,54,0,0,54,0,0.02020359,0.02020359,0.077157974,54,54,48290.53687,0.077157974,0.001134676,894.2692013,0,Portscan
73.76470588,73.76470588,74,6216,8400,74,2.156506209,4.650519031,74,64240,0.008297682,0.008297682,0.080528975,74,74,77860.17438,0.080528975,0.000970229,1043.102815,54,Portscan
73.76744186,73.76744186,74,6290,8500,74,2.144080106,4.597079502,74,64240,0.013241291,0.013241291,0.093770266,74,74,67654.70867,0.093770266,0.001116313,906.4707184,54,Portscan
73.77011494,73.77011494,74,6364,8600,74,2.131866321,4.54485401,74,64240,0.013241291,0.013241291,0.093770504,74,74,68443.69739,0.093770504,0.001103182,917.1327479,54,Portscan
54,54,54,3780,4200,54,0,0,54,0,0.02189517,0.02189517,0.099053144,54,54,38161.33269,0.099053144,0.001435553,706.6913462,0,Portscan
73.77272727,73.77272727,74,6438,8700,74,2.119858876,4.493801653,74,64240,0.013241291,0.013241291,0.101830244,74,74,63753.16154,0.101830244,0.001184073,854.3630706,54,Portscan
73.7752809,73.7752809,74,6512,8800,74,2.108052027,4.443883348,74,64240,0.013241291,0.013241291,0.104790688,74,74,62658.23951,0.104790688,0.001204491,839.7692777,54,Portscan
73.77777778,73.77777778,74,6586,8900,74,2.096440252,4.395061728,74,64240,0.013241291,0.013241291,0.106872082,74,74,62130.35145,0.106872082,0.001214455,832.771277,54,Portscan
73.78021978,73.78021978,74,6660,9000,74,2.085018237,4.347301051,74,64240,0.013241291,0.013241291,0.109522581,74,74,61302.4267,0.109522581,0.001230591,821.7483472,54,Portscan
73.7826087,73.7826087,74,6734,9100,74,2.073780873,4.300567108,74,64240,0.013241291,0.013241291,0.111531734,74,74,60861.6017,0.111531734,0.001239241,815.9112779,54,Portscan
73.78494624,73.78494624,74,6808,9200,74,2.062723236,4.254827148,74,64240,0.013241291,0.013241291,0.113616943,74,74,60395.92157,0.113616943,0.001248538,809.738383,54,Portscan
73.78723404,73.78723404,74,6882,9300,74,2.051840587,4.210049796,74,64240,0.013241291,0.013241291,0.115978956,74,74,59803.9526,0.115978956,0.001260641,801.8696066,54,Portscan
73.78947368,73.78947368,74,6956,9400,74,2.041128361,4.166204986,74,64240,0.013241291,0.013241291,0.119974613,74,74,58429.02772,0.119974613,0.00129005,783.4990879,54,Portscan
73.79166667,73.79166667,74,7030,9500,74,2.030582155,4.123263889,74,64240,0.013241291,0.013241291,0.122515202,74,74,57821.39611,0.122515202,0.001303353,775.4139795,54,Portscan
73.79381443,73.79381443,74,7104,9600,74,2.020197726,4.081198852,74,64240,0.013241291,0.013241291,0.124316692,74,74,57578.75201,0.124316692,0.001308597,772.2213179,54,Portscan
73.79591837,73.79591837,74,7178,9700,74,2.00997098,4.03998334,74,64240,0.013241291,0.013241291,0.131947279,74,74,54809.7699,0.131947279,0.001374451,735.1421018,54,Portscan
73.7979798,73.7979798,74,7252,9800,74,1.999897967,3.999591878,74,64240,0.013241291,0.013241291,0.138199568,74,74,52865.57778,0.138199568,0.001424738,709.1194391,54,Portscan
73.8,73.8,74,7326,9900,74,1.989974874,3.96,74,64240,0.013241291,0.013241291,0.141313076,74,74,52224.46647,0.141313076,0.00144197,700.5721112,54,Portscan
73.8019802,73.8019802,74,7400,10000,74,1.98019802,3.921184198,74,64240,0.013241291,0.013241291,0.14314723,74,74,52072.26149,0.14314723,0.001445932,698.5814528,54,Portscan
73.80392157,73.80392157,74,7474,10100,74,1.970563847,3.883121876,74,64240,0.013241291,0.013241291,0.147019148,74,74,51204.21461,0.147019148,0.001470191,686.9853448,54,Portscan
54,54,54,3834,4260,54,0,0,54,0,0.050102234,0.050102234,0.149155378,54,54,25704.73853,0.149155378,0.002130791,476.0136764,0,Portscan
73.80582524,73.80582524,74,7548,10200,74,1.96106892,3.845791309,74,64240,0.013241291,0.013241291,0.158976316,74,74,47818.44346,0.158976316,0.001574023,641.605003,54,Portscan
73.80769231,73.80769231,74,7622,10300,74,1.951709916,3.809171598,74,64240,0.013241291,0.013241291,0.158976316,74,74,48283.9216,0.158976316,0.001558591,647.8952482,54,Portscan
73.80952381,73.80952381,74,7696,10400,74,1.942483624,3.77324263,74,64240,0.013241291,0.013241291,0.166275978,74,74,46609.25823,0.166275978,0.00161433,625.4661749,54,Portscan
73.81132075,73.81132075,74,7770,10500,74,1.933386937,3.737985048,74,64240,0.013241291,0.013241291,0.166276455,74,74,47054.16653,0.166276455,0.001598812,631.4784619,54,Portscan
54,54,54,3888,4320,54,0,0,54,0,0.050102234,0.050102234,0.167115927,54,54,23265.28701,0.167115927,0.002353745,430.8386484,0,Portscan
54,54,54,3942,4380,54,0,0,54,0,0.050102234,0.050102234,0.167172194,54,54,23580.47661,0.167172194,0.002321836,436.6754929,0,Portscan
73.81308411,73.81308411,74,7844,10600,74,1.924416849,3.703380208,74,64240,0.013241291,0.013241291,0.171921015,74,74,45939.70091,0.171921015,0.001637343,616.5622052,54,Portscan
73.81481481,73.81481481,74,7918,10700,74,1.915570451,3.669410151,74,64240,0.013241291,0.013241291,0.175272703,74,74,45483.40874,0.175272703,0.001653516,610.4772624,54,Portscan
73.81651376,73.81651376,74,7992,10800,74,1.906844926,3.636057571,74,64240,0.013241291,0.013241291,0.181937933,74,74,44223.87277,0.181937933,0.001700355,593.6090305,54,Portscan
73.81818182,73.81818182,74,8066,10900,74,1.898237547,3.603305785,74,64240,0.013241291,0.013241291,0.184591532,74,74,43989.01685,0.184591532,0.001709181,590.4929601,54,Portscan
73.81981982,73.81981982,74,8140,11000,74,1.889745672,3.571138706,74,64240,0.013241291,0.013241291,0.187260151,74,74,43757.30747,0.187260151,0.001717983,587.418089,54,Portscan
73.82142857,73.82142857,74,8214,11100,74,1.881366742,3.539540816,74,64240,0.013241291,0.013241291,0.189568996,74,74,43614.72686,0.189568996,0.001723355,585.5387858,54,Portscan
73.82300885,73.82300885,74,8288,11200,74,1.873098273,3.508497142,74,64240,0.013241291,0.013241291,0.191764593,74,74,43501.25257,0.191764593,0.001727609,584.0494232,54,Portscan
73.8245614,73.8245614,74,8362,11300,74,1.864937862,3.477993229,74,64240,0.013241291,0.013241291,0.194589138,74,74,43250.10165,0.194589138,0.001737403,580.710728,54,Portscan
73.82608696,73.82608696,74,8436,11400,74,1.856883174,3.448015123,74,64240,1.009249926,1.009249926,1.203839064,74,74,7052.437702,1.203839064,0.010653443,94.69704335,54,Portscan
73.82758621,73.82758621,74,8510,11500,74,1.848931947,3.418549346,74,64240,1.009249926,1.009249926,1.203839064,74,74,7113.907713,1.203839064,0.010559992,95.52771917,54,Portscan
73.82905983,73.82905983,74,8584,11600,74,1.841081985,3.389582877,74,64240,1.009249926,1.009249926,1.203839064,74,74,7175.377724,1.203839064,0.010468166,96.35839499,54,Portscan
54,54,54,3996,4440,54,0,0,54,0,1.036628723,1.036628723,1.203800917,54,54,3319.485759,1.203800917,0.016490424,61.47195851,0,Portscan
54,54,54,4050,4500,54,0,0,54,0,1.036628723,1.036628723,1.203823328,54,54,3364.281042,1.203823328,0.016267883,62.30150077,0,Portscan
54,54,54,4104,4560,54,0,0,54,0,1.036628723,1.036628723,1.203833103,54,54,3409.11044,1.203833103,0.016051108,63.13167481,0,Portscan
73.83050847,73.83050847,74,8658,11700,74,1.833331157,3.361103131,74,64240,1.009249926,1.009249926,1.204073191,74,74,7235.440559,1.204073191,0.010379941,97.1701728,54,Portscan
54,54,54,4158,4620,54,0,0,54,0,1.036628723,1.036628723,1.20402503,54,54,3453.416578,1.20402503,0.015842435,63.95215886,0,Portscan
73.83193277,73.83193277,74,8732,11800,74,1.825677393,3.333097945,74,64240,1.009249926,1.009249926,1.204473019,74,74,7294.476393,1.204473019,0.010294641,97.96815551,54,Portscan
54,54,54,4212,4680,54,0,0,54,0,1.036628723,1.036628723,1.204417467,54,54,3497.1263,1.204417467,0.015641785,64.76159814,0,Portscan
73.83333333,73.83333333,74,8806,11900,74,1.818118686,3.305555556,74,64240,1.009249926,1.009249926,1.204616308,74,74,7355.039061,1.204616308,0.010208613,98.78664201,54,Portscan
73.83471074,73.83471074,74,8880,12000,74,1.810653083,3.278464586,74,64240,1.009249926,1.009249926,1.204616547,74,74,7416.467942,1.204616547,0.010122828,99.61676214,54,Portscan
54,54,54,4266,4740,54,0,0,54,0,1.036628723,1.036628723,1.204552412,54,54,3541.564449,1.204552412,0.01544298,65.58452684,0,Portscan
54,54,54,4320,4800,54,0,0,54,0,1.036628723,1.036628723,1.204563379,54,54,3586.361726,1.204563379,0.015247638,66.41410604,0,Portscan
73.83606557,73.83606557,74,8954,12100,74,1.803278689,3.251814028,74,64240,1.009249926,1.009249926,1.204724312,74,74,7477.229364,1.204724312,0.010039369,100.4379166,54,Portscan
54,54,54,4374,4860,54,0,0,54,0,1.036628723,1.036628723,1.204657555,54,54,3630.907375,1.204657555,0.015058219,67.23902547,0,Portscan
73.83739837,73.83739837,74,9028,12200,74,1.795993661,3.225593232,74,64240,1.009249926,1.009249926,1.204833269,74,74,7537.972459,1.204833269,0.0099573,101.258824,54,Portscan
54,54,54,4428,4920,54,0,0,54,0,1.036628723,1.036628723,1.20476985,54,54,3675.390782,1.20476985,0.014873702,68.06279225,0,Portscan
73.83870968,73.83870968,74,9102,12300,74,1.788796211,3.199791883,74,64240,1.009249926,1.009249926,1.204931259,74,74,7598.773731,1.204931259,0.009876486,102.0805121,54,Portscan
73.84,73.84,74,9176,12400,74,1.781684596,3.1744,74,64240,1.009249926,1.009249926,1.204931259,74,74,7660.188023,1.204931259,0.009796189,102.910435,54,Portscan
54,54,54,4482,4980,54,0,0,54,0,1.036628723,1.036628723,1.204867125,54,54,3719.91227,1.204867125,0.014693502,68.88726425,0,Portscan
54,54,54,4536,5040,54,0,0,54,0,1.036628723,1.036628723,1.20488143,54,54,3764.685793,1.20488143,0.014516644,69.71640357,0,Portscan
73.84126984,73.84126984,74,9250,12500,74,1.774657125,3.149407911,74,64240,1.009249926,1.009249926,1.205062628,74,74,7720.760553,1.205062628,0.009718247,103.7290487,54,Portscan
54,54,54,4590,5100,54,0,0,54,0,1.036628723,1.036628723,1.204996109,54,54,3809.140931,1.204996109,0.014345192,70.53964686,0,Portscan
73.84251969,73.84251969,74,9324,12600,74,1.767712151,3.12480625,74,64240,1.009249926,1.009249926,1.205174446,74,74,7781.446105,1.205174446,0.009641396,104.5491799,54,Portscan
54,54,54,4644,5160,54,0,0,54,0,1.036628723,1.036628723,1.205112696,54,54,3853.581509,1.205112696,0.014177796,71.36262053,0,Portscan
73.84375,73.84375,74,9398,12700,74,1.760848073,3.100585938,74,64240,1.009249926,1.009249926,1.205386639,74,74,7841.467374,1.205386639,0.009566561,105.3603847,54,Portscan
54,54,54,4698,5220,54,0,0,54,0,1.036628723,1.036628723,1.205321789,54,54,3897.714323,1.205321789,0.01401537,72.17989487,0,Portscan
73.84496124,73.84496124,74,9472,12800,74,1.754063333,3.076738177,74,64240,1.009249926,1.009249926,1.20554924,74,74,7901.792547,1.20554924,0.009492514,106.1756714,54,Portscan
73.84615385,73.84615385,74,9546,12900,74,1.747356414,3.053254438,74,64240,1.009249926,1.009249926,1.205549479,74,74,7963.173782,1.205549479,0.009418355,107.0051477,54,Portscan
73.84732824,73.84732824,74,9620,13000,74,1.74072584,3.03012645,74,64240,1.009249926,1.009249926,1.205549479,74,74,8024.55658,1.205549479,0.009345345,107.834645,54,Portscan
54,54,54,4752,5280,54,0,0,54,0,1.036628723,1.036628723,1.205485821,54,54,3941.979174,1.205485821,0.013856159,72.99961433,0,Portscan
54,54,54,4806,5340,54,0,0,54,0,1.036628723,1.036628723,1.205501556,54,54,3986.722352,1.205501556,0.013698881,73.8281917,0,Portscan
54,54,54,4860,5400,54,0,0,54,0,1.036628723,1.036628723,1.205512047,54,54,4031.481903,1.205512047,0.013545079,74.65707227,0,Portscan
73.84848485,73.84848485,74,9694,13100,74,1.734170173,3.007346189,74,64240,1.009249926,1.009249926,1.205680609,74,74,8085.059948,1.205680609,0.009274466,108.6523239,54,Portscan
73.84962406,73.84962406,74,9768,13200,74,1.727688014,2.984905874,74,64240,1.009249926,1.009249926,1.205680847,74,74,8146.434459,1.205680847,0.009203671,109.4817093,54,Portscan
73.85074627,73.85074627,74,9842,13300,74,1.721277999,2.962797951,74,64240,1.009249926,1.009249926,1.205680847,74,74,8207.810569,1.205680847,0.009133946,110.3111162,54,Portscan
54,54,54,4914,5460,54,0,0,54,0,1.036628723,1.036628723,1.205616951,54,54,4075.921457,1.205616951,0.013395744,75.48002699,0,Portscan
54,54,54,4968,5520,54,0,0,54,0,1.036628723,1.036628723,1.205631733,54,54,4120.66128,1.205631733,0.0132487,76.30854222,0,Portscan
54,54,54,5022,5580,54,0,0,54,0,1.036628723,1.036628723,1.205642223,54,54,4165.414833,1.205642223,0.013104807,77.13731172,0,Portscan
73.85185185,73.85185185,74,9916,13400,74,1.7149388,2.941015089,74,64240,1.009249926,1.009249926,1.205934048,74,74,8267.450462,1.205934048,0.009067173,111.1171878,54,Portscan
73.85294118,73.85294118,74,9990,13500,74,1.708669123,2.919550173,74,64240,1.009249926,1.009249926,1.205934048,74,74,8328.813685,1.205934048,0.008999508,111.9464205,54,Portscan
73.8540146,73.8540146,74,10064,13600,74,1.702467707,2.898396292,74,64240,1.009249926,1.009249926,1.205934048,74,74,8390.176908,1.205934048,0.008932845,112.7756532,54,Portscan
54,54,54,5076,5640,54,0,0,54,0,1.036628723,1.036628723,1.205873251,54,54,4209.397626,1.205873251,0.012966379,77.95180789,0,Portscan
54,54,54,5130,5700,54,0,0,54,0,1.036628723,1.036628723,1.205893755,54,54,4254.106117,1.205893755,0.012828657,78.77974292,0,Portscan
54,54,54,5184,5760,54,0,0,54,0,1.036628723,1.036628723,1.205913782,54,54,4298.814788,1.205913782,0.012693829,79.60768126,0,Portscan
73.85507246,73.85507246,74,10138,13700,74,1.69633332,2.877546734,74,64240,1.009249926,1.009249926,1.206079245,74,74,8450.522671,1.206079245,0.00886823,113.5912094,54,Portscan
73.85611511,73.85611511,74,10212,13800,74,1.690264766,2.85699498,74,64240,1.009249926,1.009249926,1.206079483,74,74,8511.876824,1.206079483,0.0088035,114.4203197,54,Portscan
73.85714286,73.85714286,74,10286,13900,74,1.684260875,2.836734694,74,64240,1.009249926,1.009249926,1.206079483,74,74,8573.232648,1.206079483,0.008739706,115.2494524,54,Portscan
54,54,54,5238,5820,54,0,0,54,0,1.036628723,1.036628723,1.206014156,54,54,4343.2326,1.206014156,0.012562647,80.43023334,0,Portscan
54,54,54,5292,5880,54,0,0,54,0,1.036628723,1.036628723,1.206027985,54,54,4387.957881,1.206027985,0.012433278,81.25847928,0,Portscan
54,54,54,5346,5940,54,0,0,54,0,1.036628723,1.036628723,1.206047773,54,54,4432.66023,1.206047773,0.01230661,82.08630055,0,Portscan
73.85815603,73.85815603,74,10360,14000,74,1.678320506,2.81675972,74,64240,1.009249926,1.009249926,1.206261396,74,74,8633.28631,1.206261396,0.00867814,116.0610796,54,Portscan
54,54,54,5400,6000,54,0,0,54,0,1.036628723,1.036628723,1.206200361,54,54,4476.868167,1.206200361,0.012183842,82.90496605,0,Portscan
73.85915493,73.85915493,74,10434,14100,74,1.672442547,2.797064075,74,64240,1.009249926,1.009249926,1.206382036,74,74,8693.763406,1.206382036,0.008617015,116.8783982,54,Portscan
73.86013986,73.86013986,74,10508,14200,74,1.666625914,2.777641938,74,64240,1.009249926,1.009249926,1.206382275,74,74,8755.102112,1.206382275,0.008555903,117.7072997,54,Portscan
54,54,54,5454,6060,54,0,0,54,0,1.036628723,1.036628723,1.206317663,54,54,4521.197166,1.206317663,0.012063177,83.72587344,0,Portscan
54,54,54,5508,6120,54,0,0,54,0,1.036628723,1.036628723,1.206346512,54,54,4565.852304,1.206346512,0.011944025,84.55282044,0,Portscan
73.86111111,73.86111111,74,10582,14300,74,1.660869548,2.758487654,74,64240,1.009249926,1.009249926,1.20670867,74,74,8814.057831,1.20670867,0.008497948,118.5041623,54,Portscan
73.86206897,73.86206897,74,10656,14400,74,1.655172414,2.739595719,74,64240,1.009249926,1.009249926,1.206708908,74,74,8875.37991,1.206708908,0.008438524,119.3328391,54,Portscan
73.8630137,73.8630137,74,10730,14500,74,1.649533504,2.720960781,74,64240,1.009249926,1.009249926,1.206708908,74,74,8936.70373,1.206708908,0.008379923,120.1615394,54,Portscan
54,54,54,5562,6180,54,0,0,54,0,1.036628723,1.036628723,1.206646204,54,54,4609.470433,1.206646204,0.011829865,85.36056357,0,Portscan
54,54,54,5616,6240,54,0,0,54,0,1.036628723,1.036628723,1.206662416,54,54,4654.16004,1.206662416,0.011715169,86.18814888,0,Portscan
54,54,54,5670,6300,54,0,0,54,0,1.036628723,1.036628723,1.206676483,54,54,4698.856801,1.206676483,0.011602658,87.01586669,0,Portscan
73.86394558,73.86394558,74,10804,14600,74,1.643951833,2.70257763,74,64240,1.009249926,1.009249926,1.206855059,74,74,8996.937886,1.206855059,0.008323138,120.9755877,54,Portscan
73.86486486,73.86486486,74,10878,14700,74,1.63842644,2.684441198,74,64240,1.009249926,1.009249926,1.206855059,74,74,9058.25428,1.206855059,0.008266131,121.8041876,54,Portscan
54,54,54,5724,6360,54,0,0,54,0,1.036628723,1.036628723,1.206792593,54,54,4743.151419,1.206792593,0.011493263,87.83613739,0,Portscan
54,54,54,5778,6420,54,0,0,54,0,1.036628723,1.036628723,1.206807613,54,54,4787.838539,1.206807613,0.011384977,88.66367664,0,Portscan
73.86577181,73.86577181,74,10952,14800,74,1.632956384,2.666546552,74,64240,1.009249926,1.009249926,1.206947565,74,74,9118.871704,1.206947565,0.008210528,122.6233884,54,Portscan
73.86666667,73.86666667,74,11026,14900,74,1.627540749,2.648888889,74,64240,1.009249926,1.009249926,1.206947803,74,74,9180.181585,1.206947803,0.008155053,123.4519004,54,Portscan
54,54,54,5832,6480,54,0,0,54,0,1.036628723,1.036628723,1.206880331,54,54,4832.293517,1.206880331,0.011279255,89.48691699,0,Portscan
54,54,54,5886,6540,54,0,0,54,0,1.036628723,1.036628723,1.206894398,54,54,4876.980133,1.206894398,0.011174948,90.3144469,0,Portscan
73.86754967,73.86754967,74,11100,15000,74,1.622178638,2.631463532,74,64240,1.009249926,1.009249926,1.207228899,74,74,9239.341445,1.207228899,0.008102207,124.2514987,54,Portscan
73.86842105,73.86842105,74,11174,15100,74,1.616869175,2.614265928,74,64240,1.009249926,1.009249926,1.207229137,74,74,9300.637014,1.207229137,0.008048194,125.0798173,54,Portscan
73.86928105,73.86928105,74,11248,15200,74,1.611611504,2.59729164,74,64240,1.009249926,1.009249926,1.207229137,74,74,9361.934408,1.207229137,0.007994895,125.9081605,54,Portscan
73.87012987,73.87012987,74,11322,15300,74,1.606404789,2.580536347,74,64240,1.009249926,1.009249926,1.207229137,74,74,9423.231802,1.207229137,0.007942297,126.7365037,54,Portscan
54,54,54,5940,6600,54,0,0,54,0,1.036628723,1.036628723,1.207166672,54,54,4920.612985,1.207166672,0.011074924,91.12246268,0,Portscan
54,54,54,5994,6660,54,0,0,54,0,1.036628723,1.036628723,1.207182646,54,54,4965.280126,1.207182646,0.010974388,91.94963197,0,Portscan
54,54,54,6048,6720,54,0,0,54,0,1.036628723,1.036628723,1.207193851,54,54,5009.965875,1.207193851,0.01087562,92.77714583,0,Portscan
54,54,54,6102,6780,54,0,0,54,0,1.036628723,1.036628723,1.20720458,54,54,5054.65279,1.20720458,0.010778612,93.6046813,0,Portscan
73.87096774,73.87096774,74,11396,15400,74,1.601248212,2.563995838,74,64240,1.009249926,1.009249926,1.20737052,74,74,9483.418564,1.20737052,0.007891311,127.5499091,54,Portscan
73.87179487,73.87179487,74,11470,15500,74,1.596140974,2.547666009,74,64240,1.009249926,1.009249926,1.207370758,74,74,9544.706896,1.207370758,0.00784007,128.3781299,54,Portscan
54,54,54,6156,6840,54,0,0,54,0,1.036628723,1.036628723,1.207305431,54,54,5098.958259,1.207305431,0.010684119,94.42515294,0,Portscan
54,54,54,6210,6900,54,0,0,54,0,1.036628723,1.036628723,1.20732069,54,54,5143.620954,1.20732069,0.010590532,95.25223989,0,Portscan
73.87261146,73.87261146,74,11544,15600,74,1.591082293,2.531542862,74,64240,1.009249926,1.009249926,1.20751071,74,74,9604.883755,1.20751071,0.007790392,129.1914007,54,Portscan
73.87341772,73.87341772,74,11618,15700,74,1.586071403,2.515622496,74,64240,1.009249926,1.009249926,1.207510948,74,74,9666.164947,1.207510948,0.007740455,130.0195251,54,Portscan
54,54,54,6264,6960,54,0,0,54,0,1.036628723,1.036628723,1.207445621,54,54,5187.811267,1.207445621,0.010499527,96.07057903,0,Portscan
54,54,54,6318,7020,54,0,0,54,0,1.036628723,1.036628723,1.207460642,54,54,5232.468688,1.207460642,0.010409143,96.89756829,0,Portscan
73.87421384,73.87421384,74,11692,15800,74,1.581107558,2.499901112,74,64240,1.009249926,1.009249926,1.207659245,74,74,9726.253538,1.207659245,0.007692097,130.8316073,54,Portscan
73.875,73.875,74,11766,15900,74,1.576190027,2.484375,74,64240,1.009249926,1.009249926,1.207659245,74,74,9787.529101,1.207659245,0.007643413,131.6596554,54,Portscan
73.8757764,73.8757764,74,11840,16000,74,1.571318092,2.469040546,74,64240,1.009249926,1.009249926,1.207659245,74,74,9848.804664,1.207659245,0.007595341,132.4877036,54,Portscan
54,54,54,6372,7080,54,0,0,54,0,1.036628723,1.036628723,1.207595348,54,54,5276.601975,1.207595348,0.010321328,97.71485139,0,Portscan
54,54,54,6426,7140,54,0,0,54,0,1.036628723,1.036628723,1.207610607,54,54,5321.251703,1.207610607,0.010233988,98.54169821,0,Portscan
54,54,54,6480,7200,54,0,0,54,0,1.036628723,1.036628723,1.20762229,54,54,5365.916194,1.20762229,0.010148086,99.3688184,0,Portscan
73.87654321,73.87654321,74,11914,16100,74,1.566491054,2.453894223,74,64240,1.009249926,1.009249926,1.207888603,74,74,9908.198462,1.207888603,0.007549304,133.2904372,54,Portscan
54,54,54,6534,7260,54,0,0,54,0,1.036628723,1.036628723,1.207823038,54,54,5409.732878,1.207823038,0.010065192,100.1802385,0,Portscan
73.87730061,73.87730061,74,11988,16200,74,1.561708228,2.438932591,74,64240,1.009249926,1.009249926,1.207965851,74,74,9968.824857,1.207965851,0.007502893,134.1097514,54,Portscan
54,54,54,6588,7320,54,0,0,54,0,1.036628723,1.036628723,1.207897663,54,54,5454.104434,1.207897663,0.009982625,101.001934,0,Portscan
73.87804878,73.87804878,74,12062,16300,74,1.556968943,2.42415229,74,64240,1.009249926,1.009249926,1.208070755,74,74,10029.21389,1.208070755,0.007457227,134.925872,54,Portscan
54,54,54,6642,7380,54,0,0,54,0,1.036628723,1.036628723,1.208004475,54,54,5498.324004,1.208004475,0.009901676,101.8208149,0,Portscan
73.87878788,73.87878788,74,12136,16400,74,1.552272542,2.409550046,74,64240,1.009249926,1.009249926,1.208697081,74,74,10085.23988,1.208697081,0.00741532,135.6832929,54,Portscan
73.87951807,73.87951807,74,12210,16500,74,1.547618383,2.395122659,74,64240,1.009249926,1.009249926,1.208697081,74,74,10146.46283,1.208697081,0.007370104,136.51063,54,Portscan
73.88023952,73.88023952,74,12284,16600,74,1.543005836,2.380867008,74,64240,1.009249926,1.009249926,1.208697319,74,74,10207.68376,1.208697319,0.007325438,137.3379401,54,Portscan
73.88095238,73.88095238,74,12358,16700,74,1.538434284,2.366780045,74,64240,1.009249926,1.009249926,1.208697319,74,74,10268.9067,1.208697319,0.007281309,138.1652771,54,Portscan
54,54,54,6696,7440,54,0,0,54,0,1.036628723,1.036628723,1.208635807,54,54,5540.130419,1.208635807,0.009826307,102.5950078,0,Portscan
54,54,54,6750,7500,54,0,0,54,0,1.036628723,1.036628723,1.208652496,54,54,5584.731774,1.208652496,0.009747198,103.4209588,0,Portscan
54,54,54,6804,7560,54,0,0,54,0,1.036628723,1.036628723,1.208664417,54,54,5629.354106,1.208664417,0.009669315,104.2472983,0,Portscan
54,54,54,6858,7620,54,0,0,54,0,1.036628723,1.036628723,1.208675623,54,54,5673.978915,1.208675623,0.009592664,105.0736836,0,Portscan
73.8816568,73.8816568,74,12432,16800,74,1.533903124,2.352858793,74,64240,1.009249926,1.009249926,1.208840847,74,74,10328.90312,1.208840847,0.007238568,138.9761112,54,Portscan
73.88235294,73.88235294,74,12506,16900,74,1.529411765,2.339100346,74,64240,1.009249926,1.009249926,1.208841085,74,74,10390.11674,1.208841085,0.007195483,139.8033224,54,Portscan
73.88304094,73.88304094,74,12580,17000,74,1.524959627,2.325501864,74,64240,1.009249926,1.009249926,1.208841085,74,74,10451.3324,1.208841085,0.007152906,140.630561,54,Portscan
54,54,54,6912,7680,54,0,0,54,0,1.036628723,1.036628723,1.208777189,54,54,5718.17541,1.208777189,0.009517931,105.8921372,0,Portscan
54,54,54,6966,7740,54,0,0,54,0,1.036628723,1.036628723,1.208792925,54,54,5762.773637,1.208792925,0.009443695,106.7180303,0,Portscan
54,54,54,7020,7800,54,0,0,54,0,1.036628723,1.036628723,1.208805084,54,54,5807.387884,1.208805084,0.009370582,107.5442201,0,Portscan
73.88372093,73.88372093,74,12654,17100,74,1.520546143,2.312060573,74,64240,1.009249926,1.009249926,1.208965302,74,74,10511.46793,1.208965302,0.007111561,141.4432654,54,Portscan
54,54,54,7074,7860,54,0,0,54,0,1.036628723,1.036628723,1.208899975,54,54,5851.600751,1.208899975,0.009299231,108.3629769,0,Portscan
73.88439306,73.88439306,74,12728,17200,74,1.516170757,2.298773765,74,64240,1.009249926,1.009249926,1.209133863,74,74,10571.20339,1.209133863,0.007070958,142.2505855,54,Portscan
73.88505747,73.88505747,74,12802,17300,74,1.511832924,2.28563879,74,64240,1.009249926,1.009249926,1.209133863,74,74,10632.40423,1.209133863,0.007029848,143.0776238,54,Portscan
73.88571429,73.88571429,74,12876,17400,74,1.50753211,2.272653061,74,64240,1.009249926,1.009249926,1.209134102,74,74,10693.60295,1.209134102,0.006989214,143.9046337,54,Portscan
54,54,54,7128,7920,54,0,0,54,0,1.036628723,1.036628723,1.209071875,54,54,5895.431156,1.209071875,0.009229556,109.174651,0,Portscan
54,54,54,7182,7980,54,0,0,54,0,1.036628723,1.036628723,1.209088564,54,54,5940.011521,1.209088564,0.009159762,110.0002134,0,Portscan
54,54,54,7236,8040,54,0,0,54,0,1.036628723,1.036628723,1.209099531,54,54,5984.618978,1.209099531,0.009090974,110.8262774,0,Portscan
73.88636364,73.88636364,74,12950,17500,74,1.50326779,2.25981405,74,64240,1.009249926,1.009249926,1.20927763,74,74,10753.5273,1.20927763,0.006949871,144.7144937,54,Portscan
73.88700565,73.88700565,74,13024,17600,74,1.499039453,2.247119282,74,64240,1.009249926,1.009249926,1.209277868,74,74,10814.71872,1.209277868,0.006910159,145.541405,54,Portscan
