average_packet_size,packet_length_mean,subflow_fwd_bytes,total_fwd_packet_length,fwd_header_length, fwd_packet_length_max,packet_length_std,packet_length_variance,max_packet_length,init_win_bytes_fwd,flow_iat_max,fwd_iat_max,flow_duration,fwd_segment_size,fwd_packet_length_mean,flow_bytes_per_sec,fwd_iat_total,fwd_iat_mean,fwd_packets_per_second,avg_bwd_segment_size,Label
88,88,88,88,128,88,0,0,88,0,0,0,0,88,88,0,0,0,0,0,BENIGN
88,88,176,176,256,88,0,0,88,0,0.000423193,0.000423193,0.000423193,88,88,415885.9177,0.000423193,0.000423193,4725.976338,0,BENIGN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
104,104,104,104,160,104,0,0,104,0,0,0,0,104,104,0,0,0,0,0,BENIGN
74,74,74,74,100,74,0,0,74,32120,0,0,0,74,74,0,0,0,0,0,BENIGN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
71.33333333,71.33333333,140,140,184,74,3.771236166,14.22222222,74,32120,0.050793886,0.050842047,0.050842047,70,70,4209.114576,0.050842047,0.050842047,39.3375194,74,BENIGN
199.25,199.25,723,723,1302,583,221.5822364,49098.6875,583,32120,0.050793886,0.050842047,0.065327406,241,241,12200.08645,0.065327406,0.032663703,45.92253369,74,BENIGN
66,66,66,66,84,66,0,0,66,261,0,0,0,66,66,0,0,0,0,0,BENIGN
1466,1466,2932,2932,5768,2866,1400,1960000,2866,261,0.005835056,0.005835056,0.005835056,1466,1466,502480.1556,0.005835056,0.005835056,342.7559042,0,BENIGN
1093.333333,1093.333333,3280,3280,6416,2866,1258.740464,1584427.556,2866,261,0.005835056,0.005835056,0.005835533,1093.333333,1093.333333,562073.7506,0.005835533,0.002917767,514.0918451,0,BENIGN
172.6,172.6,789,789,1386,583,205.2311867,42119.84,583,32120,0.055747986,0.055747986,0.121075392,197.25,197.25,7127.790275,0.121075392,0.040358464,33.03726663,74,BENIGN
154.8333333,154.8333333,855,855,1470,583,191.5153751,36678.13889,583,32120,0.055747986,0.055747986,0.121563911,171,171,7642.070652,0.121563911,0.030390978,41.13062784,74,BENIGN
104.75,104.75,250,250,356,88,37.53248593,1408.6875,169,0,0.878623247,0.886459827,0.88688302,83.33333333,83.33333333,472.4411116,0.88688302,0.44344151,3.382633257,169,BENIGN
98.6,98.6,324,324,456,88,35.75248243,1278.24,169,0,0.878623247,0.886459827,0.887410164,81,81,555.5491925,0.887410164,0.295803388,4.50749852,169,BENIGN
138.5,138.5,173,277,458,173,34.5,1190.25,173,0,0.900827408,0.900827408,0.900827408,138.5,138.5,307.4950846,0.900827408,0.900827408,2.220181116,0,BENIGN
158,158,370,474,804,197,39.42080669,1554,197,0,0.900827408,0.900827408,0.900827885,158,158,526.1826461,0.900827885,0.450413942,3.330269912,0,BENIGN
74,74,74,74,100,74,0,0,74,32120,0,0,0,74,74,0,0,0,0,0,BENIGN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
71.33333333,71.33333333,140,140,184,74,3.771236166,14.22222222,74,32120,0.034361124,0.034401655,0.034401655,70,70,6220.630919,0.034401655,0.034401655,58.13673757,74,BENIGN
173.75,173.75,621,621,1098,481,177.4209331,31478.1875,481,32120,0.034361124,0.034401655,0.035183668,207,207,19753.48327,0.035183668,0.017591834,85.26683427,74,BENIGN
66,66,66,66,84,66,0,0,66,506,0,0,0,66,66,0,0,0,0,0,BENIGN
510.5,510.5,1021,1021,1946,955,444.5,197580.25,955,506,0.002511501,0.002511501,0.002511501,510.5,510.5,406529.7498,0.002511501,0.002511501,796.3364344,0,BENIGN
152.2,152.2,687,687,1182,481,164.4389248,27040.16,481,32120,0.042382002,0.042382002,0.07756567,171.75,171.75,9811.041404,0.07756567,0.025855223,51.5692058,74,BENIGN
151.2857143,151.2857143,985,985,1682,583,177.5215997,31513.91837,583,32120,0.996665955,0.996665955,1.118229866,164.1666667,164.1666667,947.0324771,1.118229866,0.223645973,5.3656231,74,BENIGN
161.875,161.875,1221,1221,2106,583,168.4031157,28359.60938,583,32120,0.996665955,0.996665955,1.119507313,174.4285714,174.4285714,1156.758857,1.119507313,0.186584552,6.252750581,74,BENIGN
171.3333333,171.3333333,1468,1468,2552,583,161.0100066,25924.22222,583,32120,0.996665955,0.996665955,1.152302265,183.5,183.5,1338.190548,1.152302265,0.164614609,6.942622819,74,BENIGN
983,983,3932,3932,7672,2866,1106.72535,1224841,2866,261,1.044259787,1.044259787,1.05009532,983,983,3744.421983,1.05009532,0.350031773,3.80917801,0,BENIGN
805.8,805.8,4029,4029,7818,2866,1051.414362,1105472.16,2866,261,1.044259787,1.044259787,1.050095797,805.8,805.8,3836.792808,1.050095797,0.262523949,4.76147035,0,BENIGN
160.8,160.8,1534,1534,2636,583,155.981922,24330.36,583,32120,0.996665955,0.996665955,1.165336609,170.4444444,170.4444444,1379.858822,1.165336609,0.145667076,7.72309042,74,BENIGN
152.1818182,152.1818182,1600,1600,2720,583,151.1993375,22861.23967,583,32120,0.996665955,0.996665955,1.165492058,160,160,1436.303224,1.165492058,0.129499118,8.580067048,74,BENIGN
147.5833333,147.5833333,1697,1697,2866,583,145.5635361,21188.74306,583,32120,0.996665955,0.996665955,1.17147398,154.2727273,154.2727273,1511.770667,1.17147398,0.117147398,9.389879919,74,BENIGN
682.5,682.5,4095,4095,7902,2866,998.6196723,997241.25,2866,261,1.044259787,1.044259787,1.092196941,682.5,682.5,3749.323812,1.092196941,0.218439388,5.493514743,0,BENIGN
594.4285714,594.4285714,4161,4161,7986,2866,949.3775189,901317.6735,2866,261,1.044259787,1.044259787,1.108610868,594.4285714,594.4285714,3753.345848,1.108610868,0.184768478,6.314208348,0,BENIGN
98,98,419,419,598,95,32.66496594,1067,169,0,0.878623247,0.886459827,1.351059675,83.8,83.8,435.2139367,1.351059675,0.337764919,3.700798782,169,BENIGN
97.57142857,97.57142857,514,514,740,95,30.26009698,915.6734694,169,0,0.878623247,0.886459827,1.351757288,85.66666667,85.66666667,505.2682209,1.351757288,0.270351458,4.438666655,169,BENIGN
180.75,180.75,249,723,1254,249,52.1362398,2718.1875,249,0,0.900827408,0.900827408,1.350962877,180.75,180.75,535.1738469,1.350962877,0.450320959,2.960851158,0,BENIGN
196.8,196.8,510,984,1728,261,56.61236614,3204.96,261,0,0.900827408,0.900827408,1.351530075,196.8,196.8,728.0637095,1.351530075,0.337882519,3.699510719,0,BENIGN
74,74,74,74,100,74,0,0,74,32120,0,0,0,74,74,0,0,0,0,0,BENIGN
544.625,544.625,4357,4357,8330,2866,897.7837904,806015.7344,2866,261,1.044259787,1.044259787,1.241190195,544.625,544.625,3510.340331,1.241190195,0.177312885,6.445426359,0,BENIGN
144.3076923,144.3076923,1802,1802,3028,583,140.3124999,19687.59763,583,32120,0.996665955,0.996665955,1.356868267,150.1666667,150.1666667,1382.595529,1.356868267,0.123351661,8.843894644,74,BENIGN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
71.33333333,71.33333333,140,140,184,74,3.771236166,14.22222222,74,32120,0.043385506,0.043425798,0.043425798,70,70,4927.946239,0.043425798,0.043425798,46.05557233,74,BENIGN
124,124,422,422,700,282,91.27978966,8332,282,32120,0.043385506,0.043425798,0.049827099,140.6666667,140.6666667,9954.422623,0.049827099,0.024913549,60.20820135,74,BENIGN
491.4444444,491.4444444,4423,4423,8414,2866,859.6998328,739083.8025,2866,261,1.044259787,1.044259787,1.291352987,491.4444444,491.4444444,3425.089843,1.291352987,0.161419123,6.969434453,0,BENIGN
66,66,66,66,84,66,0,0,66,261,0,0,0,66,66,0,0,0,0,0,BENIGN
1466,1466,2932,2932,5768,2866,1400,1960000,2866,261,0.004625559,0.004625559,0.004625559,1466,1466,633869.3535,0.004625559,0.004625559,432.3801866,0,BENIGN
1072,1072,3216,3216,6288,2866,1271.667671,1617138.667,2866,261,0.004625559,0.004625559,0.004626274,1072,1072,695159.8466,0.004626274,0.002313137,648.4700062,0,BENIGN
112.4,112.4,488,488,784,282,84.87543814,7203.84,282,32120,0.053470373,0.053470373,0.103297472,122,122,5440.597811,0.103297472,0.034432491,38.72311609,74,BENIGN
104.6666667,104.6666667,554,554,868,282,79.38653678,6302.222222,282,32120,0.053470373,0.053470373,0.103800774,110.8,110.8,6050.051248,0.103800774,0.025950193,48.16919784,74,BENIGN
112.4285714,112.4285714,713,713,1138,282,75.91697936,5763.387755,282,32120,0.053470373,0.053470373,0.111667871,118.8333333,118.8333333,7047.685154,0.111667871,0.022333574,53.73076356,74,BENIGN
894.25,894.25,3577,3577,6962,2866,1143.520523,1307639.188,2866,261,0.053338528,0.053338528,0.057964802,894.25,894.25,61709.86339,0.057964802,0.019321601,69.00739546,0,BENIGN
742.4,742.4,3712,3712,7184,2866,1066.932538,1138345.04,2866,261,0.053338528,0.053338528,0.057965517,742.4,742.4,64038.07279,0.057965517,0.014491379,86.25817995,0,BENIGN
106.625,106.625,779,779,1222,282,72.65489918,5278.734375,282,32120,0.092616081,0.092616081,0.204283953,111.2857143,111.2857143,4175.560482,0.204283953,0.034047325,34.26602974,74,BENIGN
207,207,1168,1168,2096,481,193.7747834,37548.66667,481,32120,0.8784163,0.8784163,0.95598197,233.6,233.6,1299.187683,0.95598197,0.238995492,5.230224165,74,BENIGN
362.3333333,362.3333333,1087,1087,2030,955,419.078619,175626.8889,955,506,0.914004087,0.914004087,0.916515589,362.3333333,362.3333333,1186.013651,0.916515589,0.458257794,3.273266747,0,BENIGN
510.25,510.25,2041,2041,3890,955,444.2501407,197358.1875,955,506,0.914004087,0.914004087,0.926764965,510.25,510.25,2202.284373,0.926764965,0.308921655,4.316088923,0,BENIGN
186.8571429,186.8571429,1234,1234,2180,481,186.0617628,34618.97959,481,32120,0.8784163,0.8784163,1.001830578,205.6666667,205.6666667,1305.609979,1.001830578,0.200366116,5.989036602,74,BENIGN
121.7777778,121.7777778,1022,1022,1660,282,80.80260966,6529.061728,282,32120,0.617030859,0.617030859,0.821314812,127.75,127.75,1334.445677,0.821314812,0.117330687,9.740479395,74,BENIGN
140.3,140.3,1329,1329,2226,307,94.67739963,8963.81,307,32120,0.617030859,0.617030859,0.825437307,147.6666667,147.6666667,1699.705099,0.825437307,0.103179663,10.9033114,74,BENIGN
137,137,1433,1433,2386,307,90.87253811,8257.818182,307,32120,0.617030859,0.617030859,0.837865591,143.3,143.3,1798.61784,0.837865591,0.093096177,11.93508852,74,BENIGN
636,636,3816,3816,7344,2866,1002.609429,1005225.667,2866,261,0.710141897,0.710141897,0.768107414,636,636,4968.055156,0.768107414,0.153621483,7.811407479,0,BENIGN
131.0833333,131.0833333,1499,1499,2470,307,89.18936627,7954.743056,307,32120,0.617030859,0.617030859,0.866739273,136.2727273,136.2727273,1814.847958,0.866739273,0.086673927,12.69124446,74,BENIGN
603.2857143,603.2857143,4223,4223,8110,2866,931.6884388,868043.3469,2866,261,0.710141897,0.710141897,0.781483412,603.2857143,603.2857143,5403.825515,0.781483412,0.130247235,8.957323846,0,BENIGN
711.125,711.125,5689,5689,10994,2866,917.029503,840943.1094,2866,261,0.710141897,0.710141897,0.781483889,711.125,711.125,7279.74061,0.781483889,0.111640556,10.23693529,0,BENIGN
795,795,7155,7155,13878,2866,896.5406355,803785.1111,2866,261,0.710141897,0.710141897,0.781483889,795,795,9155.659002,0.781483889,0.097685486,11.5165522,0,BENIGN
862.1,862.1,8621,8621,16762,2866,874.0299137,763928.29,2866,261,0.710141897,0.710141897,0.781484127,862.1,862.1,11031.57403,0.781484127,0.08683157,12.79616521,0,BENIGN
905.8181818,905.8181818,9964,9964,19400,2866,844.7443743,713593.0579,2866,261,0.710141897,0.710141897,0.781484127,905.8181818,905.8181818,12750.09902,0.781484127,0.078148413,14.07578173,0,BENIGN
839.6666667,839.6666667,10076,10076,19576,2866,838.011469,702263.2222,2866,261,0.710141897,0.710141897,0.781484365,839.6666667,839.6666667,12893.41213,0.781484365,0.071044033,15.35539357,0,BENIGN
126.0769231,126.0769231,1565,1565,2554,307,87.42773855,7643.609467,307,32120,0.617030859,0.617030859,0.880130529,130.4166667,130.4166667,1862.223778,0.880130529,0.080011866,13.63434127,74,BENIGN
121.7857143,121.7857143,1631,1631,2638,307,85.65643881,7337.02551,307,32120,0.617030859,0.617030859,0.880259037,125.4615385,125.4615385,1936.929845,0.880259037,0.07335492,14.76838005,74,BENIGN
118.0666667,118.0666667,1697,1697,2722,307,83.91381822,7041.528889,307,32120,0.617030859,0.617030859,0.880351782,121.2142857,121.2142857,2011.69582,0.880351782,0.067719368,15.90273376,74,BENIGN
114.8125,114.8125,1763,1763,2806,307,82.22090576,6760.277344,307,32120,0.617030859,0.617030859,0.880422354,117.5333333,117.5333333,2086.49859,0.880422354,0.062887311,17.03727755,74,BENIGN
111.9411765,111.9411765,1829,1829,2890,307,80.58862173,6494.525952,307,32120,0.617030859,0.617030859,0.880512714,114.3125,114.3125,2161.240796,0.880512714,0.058700848,18.17123108,74,BENIGN
109.3888889,109.3888889,1895,1895,2974,307,79.02189492,6244.459877,307,32120,0.617030859,0.617030859,0.880589247,111.4705882,111.4705882,2236.002776,0.880589247,0.055036828,19.30525505,74,BENIGN
109.5263158,109.5263158,2007,2007,3150,307,76.91647447,5916.144044,307,32120,0.617030859,0.617030859,0.890718222,111.5,111.5,2336.316861,0.890718222,0.05239519,20.2084111,74,BENIGN
780.1538462,780.1538462,10142,10142,19660,2866,831.1102719,690744.284,2866,261,0.710141897,0.710141897,0.796276093,780.1538462,780.1538462,12736.78828,0.796276093,0.066356341,16.32599562,0,BENIGN
729.1428571,729.1428571,10208,10208,19744,2866,821.7256109,675232.9796,2866,261,0.710141897,0.710141897,0.8430686,729.1428571,729.1428571,12108.14874,0.8430686,0.064851431,16.60600336,0,BENIGN
97.5,97.5,611,611,886,97,28.30635971,801.25,169,0,3.67034483,3.67034483,5.022102118,87.28571429,87.28571429,155.3134488,5.022102118,0.83701702,1.393838643,169,BENIGN
97.44444444,97.44444444,708,708,1032,97,26.68795447,712.2469136,169,0,3.67034483,3.67034483,5.028959274,88.5,88.5,174.3899587,5.028959274,0.718422753,1.590786396,169,BENIGN
193.1666667,193.1666667,175,1159,2030,261,52.31448705,2736.805556,261,0,3.666773319,3.666773319,5.018303394,193.1666667,193.1666667,230.9545496,5.018303394,1.003660679,1.195623207,0,BENIGN
201.1428571,201.1428571,424,1408,2480,261,52.22596117,2727.55102,261,0,3.666773319,3.666773319,5.023603201,201.1428571,201.1428571,280.2769135,5.023603201,0.8372672,1.393422155,0,BENIGN
74,74,74,74,100,74,0,0,74,32120,0,0,0,74,74,0,0,0,0,0,BENIGN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
67.33333333,67.33333333,128,128,160,74,9.428090416,88.88888889,74,32120,0.046496868,0.046537399,0.046537399,64,64,4340.594942,0.046537399,0.046537399,42.97618755,74,BENIGN
95.2,95.2,783,783,1134,97,26.19847324,686.36,169,0,3.67034483,3.67034483,5.856829882,87,87,162.5452709,5.856829882,0.732103735,1.536667477,169,BENIGN
93.36363636,93.36363636,858,858,1236,97,25.64538848,657.6859504,169,0,3.67034483,3.67034483,5.857569456,85.8,85.8,175.3286935,5.857569456,0.650841051,1.707192732,169,BENIGN
195.375,195.375,155,1563,2742,261,51.18089854,2619.484375,261,0,3.666773319,3.666773319,5.859521389,195.375,195.375,266.7453357,5.859521389,0.837074484,1.365299223,0,BENIGN
193.5555556,193.5555556,334,1742,3052,261,48.52745182,2354.91358,261,0,3.666773319,3.666773319,5.859522104,193.5555556,193.5555556,297.2938695,5.859522104,0.732440263,1.535961438,0,BENIGN
92.66666667,92.66666667,943,943,1358,97,24.66216175,608.2222222,169,0,3.67034483,3.67034483,5.87419796,85.72727273,85.72727273,189.3024388,5.87419796,0.587419796,1.872596068,169,BENIGN
92.07692308,92.07692308,1028,1028,1480,97,23.78254544,565.6094675,169,0,3.67034483,3.67034483,5.874719143,85.66666667,85.66666667,203.7544214,5.874719143,0.534065377,2.042650841,169,BENIGN
74,74,74,74,100,74,0,0,74,32120,0,0,0,74,74,0,0,0,0,0,BENIGN
188.1,188.1,139,1881,3282,261,48.85990176,2387.29,261,0,3.666773319,3.666773319,5.904258728,188.1,188.1,318.5835998,5.904258728,0.656028748,1.693692716,0,BENIGN
189.6363636,189.6363636,344,2086,3644,261,46.83874218,2193.867769,261,0,3.666773319,3.666773319,5.904259682,189.6363636,189.6363636,353.3042435,5.904259682,0.590425968,1.863061686,0,BENIGN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
71.33333333,71.33333333,140,140,184,74,3.771236166,14.22222222,74,32120,0.059026718,0.059082985,0.059082985,70,70,3622.02418,0.059082985,0.059082985,33.85069327,74,BENIGN
199.25,199.25,723,723,1302,583,221.5822364,49098.6875,583,32120,0.059026718,0.059082985,0.060544968,241,241,13163.76952,0.060544968,0.030272484,49.54994802,74,BENIGN
174.2,174.2,797,797,1402,583,204.423482,41788.96,583,32120,0.059026718,0.059082985,0.092751741,199.25,199.25,9390.659267,0.092751741,0.030917247,43.12587493,74,BENIGN
91.57142857,91.57142857,1113,1113,1602,97,22.98979365,528.5306122,169,0,3.67034483,3.67034483,6.003961563,85.61538462,85.61538462,213.5256841,6.003961563,0.50033013,2.165237046,169,BENIGN
91.13333333,91.13333333,1198,1198,1724,97,22.27065832,495.9822222,169,0,3.67034483,3.67034483,6.004220963,85.57142857,85.57142857,227.6731667,6.004220963,0.461863151,2.331693002,169,BENIGN
190.9166667,190.9166667,205,2291,4006,261,45.04527044,2029.076389,261,0,3.666773319,3.666773319,5.999588251,190.9166667,190.9166667,381.8595384,5.999588251,0.545417114,2.000137259,0,BENIGN
186.9230769,186.9230769,344,2430,4236,261,45.43543439,2064.378698,261,0,3.666773319,3.666773319,6.003993273,186.9230769,186.9230769,404.7306334,6.003993273,0.500332773,2.165225611,0,BENIGN
74,74,74,74,100,74,0,0,74,32120,0,0,0,74,74,0,0,0,0,0,BENIGN
74,74,74,74,100,74,0,0,74,65160,0,0,0,74,74,0,0,0,0,0,BENIGN
156.1666667,156.1666667,863,863,1486,583,190.9191947,36450.13889,583,32120,0.067485809,0.067485809,0.160237551,172.6,172.6,5847.568162,0.160237551,0.040059388,31.20367215,74,BENIGN
70,70,66,140,184,74,4,16,74,65160,0.005466461,0.005466461,0.005466461,70,70,25610.71877,0.005466461,0.005466461,365.867411,0,BENIGN
333.7142857,333.7142857,2262,2262,4236,1399,469.4485258,220381.9184,1399,32120,0.067485809,0.067485809,0.166496277,377,377,14030.34377,0.166496277,0.033299255,36.03684186,74,BENIGN
364.875,364.875,2845,2845,5354,1399,446.8009729,199631.1094,1399,32120,0.067485809,0.067485809,0.167965412,406.4285714,406.4285714,17378.5779,0.167965412,0.027994235,41.67524677,74,BENIGN
1002,1002,2932,3006,5868,2866,1318.051087,1737258.667,2866,65160,0.011798859,0.011798859,0.01726532,1002,1002,174106.2448,0.01726532,0.00863266,173.7587274,0,BENIGN
784.5,784.5,3064,3138,6084,2866,1202.024438,1444862.75,2866,65160,0.011798859,0.011798859,0.017265558,784.5,784.5,181749.119,0.017265558,0.005755186,231.6751039,0,BENIGN
331.6666667,331.6666667,2911,2911,5438,1399,431.5926577,186272.2222,1399,32120,0.067485809,0.067485809,0.177556992,363.875,363.875,16811.50358,0.177556992,0.025365285,45.055956,74,BENIGN
305.1,305.1,2977,2977,5522,1399,417.1295842,173997.09,1399,32120,0.067485809,0.067485809,0.177634478,330.7777778,330.7777778,17175.71972,0.177634478,0.02220431,50.66583988,74,BENIGN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
71.33333333,71.33333333,140,140,184,74,3.771236166,14.22222222,74,32120,0.046154261,0.046206236,0.046206236,70,70,4631.409503,0.046206236,0.046206236,43.28420097,74,BENIGN
289.1818182,289.1818182,3107,3107,5734,1399,400.8903315,160713.0579,1399,32120,0.067485809,0.067485809,0.205056906,310.7,310.7,15512.767,0.205056906,0.022784101,48.76695064,74,BENIGN
199.25,199.25,723,723,1302,583,221.5822364,49098.6875,583,32120,0.046154261,0.046206236,0.059585333,241,241,13375.7749,0.059585333,0.029792666,50.34796074,74,BENIGN
284.75,284.75,3343,3343,6158,1399,384.1046136,147536.3542,1399,32120,0.067485809,0.067485809,0.20871973,303.9090909,303.9090909,16371.23617,0.20871973,0.020871973,52.70225283,74,BENIGN
314.2307692,314.2307692,4011,4011,7446,1399,382.9057233,146616.7929,1399,32120,0.067485809,0.067485809,0.233292818,334.25,334.25,17510.18327,0.233292818,0.021208438,51.43750287,74,BENIGN
876,876,1242,4380,8520,2866,1090.586631,1189379.2,2866,65160,0.066285372,0.066285372,0.08355093,876,876,52423.11484,0.08355093,0.020887733,59.84373841,0,BENIGN
937,937,2484,5622,10956,2866,1004.865331,1009754.333,2866,65160,0.066285372,0.066285372,0.083551407,937,937,67287.91544,0.083551407,0.016710281,71.81207625,0,BENIGN
980.5714286,980.5714286,3726,6864,13392,2866,936.4264683,876894.5306,2866,65160,0.066285372,0.066285372,0.083551645,980.5714286,980.5714286,82152.7808,0.083551645,0.013925274,83.78051655,0,BENIGN
933.25,933.25,4328,7466,14548,2866,884.8491044,782957.9375,2866,65160,0.066285372,0.066285372,0.083551645,933.25,933.25,89357.90522,0.083551645,0.011935949,95.74916177,0,BENIGN
298.7142857,298.7142857,4108,4108,7592,1399,373.1944014,139274.0612,1399,32120,0.067485809,0.067485809,0.24543047,316,316,17039.44913,0.24543047,0.020452539,52.96815846,74,BENIGN
836.8888889,836.8888889,140,7532,14632,2866,877.6367819,770246.321,2866,65160,0.066285372,0.066285372,0.08758831,836.8888889,836.8888889,85993.2105,0.08758831,0.010948539,102.7534379,0,BENIGN
287.4666667,287.4666667,4238,4238,7804,1399,362.9879459,131760.2489,1399,32120,0.067485809,0.067485809,0.249483824,302.7142857,302.7142857,17283.68571,0.249483824,0.019191063,56.1158627,74,BENIGN
276.9375,276.9375,4357,4357,7994,1399,353.8194223,125188.1836,1399,32120,0.067485809,0.067485809,0.249725103,290.4666667,290.4666667,17743.51052,0.249725103,0.017837507,60.06604781,74,BENIGN
1039.8,1039.8,3006,10398,20316,2866,1031.396122,1063777.96,2866,65160,0.066285372,0.066285372,0.090155602,1039.8,1039.8,115333.9319,0.090155602,0.010017289,110.919342,0,BENIGN
957.3636364,957.3636364,3139,10531,20534,2866,1017.363462,1035028.413,2866,65160,0.066285372,0.066285372,0.090156078,957.3636364,957.3636364,116808.5413,0.090156078,0.009015608,122.0106309,0,BENIGN
264.5294118,264.5294118,4423,4423,8078,1399,346.8249461,120287.5433,1399,32120,0.067485809,0.067485809,0.250566959,276.4375,276.4375,17947.29844,0.250566959,0.016704464,63.85518681,74,BENIGN
253.5,253.5,4489,4489,8162,1399,340.1072135,115672.9167,1399,32120,0.067485809,0.067485809,0.250657558,264.0588235,264.0588235,18204.11891,0.250657558,0.015666097,67.8216133,74,BENIGN
927.0833333,927.0833333,3658,11125,21674,2866,979.2149456,958861.9097,2866,65160,0.066285372,0.066285372,0.104803562,927.0833333,927.0833333,106150.9721,0.104803562,0.009527597,114.4999249,0,BENIGN
66,66,66,66,84,66,0,0,66,261,0,0,0,66,66,0,0,0,0,0,BENIGN
245.2631579,245.2631579,4586,4586,8308,1399,332.8754852,110806.0886,1399,32120,0.067485809,0.067485809,0.26620698,254.7777778,254.7777778,17505.17588,0.26620698,0.015659234,67.61655918,74,BENIGN
1466,1466,2932,2932,5768,2866,1400,1960000,2866,261,0.005481243,0.005481243,0.005481243,1466,1466,534915.1513,0.005481243,0.005481243,364.8807308,0,BENIGN
1091.666667,1091.666667,3275,3275,6406,2866,1259.72916,1586917.556,2866,261,0.005481243,0.005481243,0.00548172,1091.666667,1091.666667,597440.2227,0.00548172,0.00274086,547.2734864,0,BENIGN
172.6,172.6,789,789,1386,583,205.2311867,42119.84,583,32120,0.06274581,0.06274581,0.122331142,197.25,197.25,7054.622256,0.122331142,0.040777047,32.69813329,74,BENIGN
154.8333333,154.8333333,855,855,1470,583,191.5153751,36678.13889,583,32120,0.06274581,0.06274581,0.122514963,171,171,7582.747251,0.122514963,0.030628741,40.8113415,74,BENIGN
863.2307692,863.2307692,3755,11222,21820,2866,966.4518098,934029.1006,2866,65160,0.066285372,0.066285372,0.114863634,863.2307692,863.2307692,97698.45859,0.114863634,0.00957197,113.1776833,0,BENIGN
239.5,239.5,4716,4716,8520,1399,325.417962,105896.85,1399,32120,0.067485809,0.067485809,0.290679455,248.2105263,248.2105263,16478.63281,0.290679455,0.016148859,65.36409673,74,BENIGN
842.8571429,842.8571429,4906,11800,22928,2866,934.1888657,872708.8367,2866,65160,0.066285372,0.066285372,0.142823219,842.8571429,842.8571429,82619.61926,0.142823219,0.010986401,98.02327709,0,BENIGN
791.2666667,791.2666667,4975,11869,23018,2866,922.9248772,851790.3289,2866,65160,0.066285372,0.066285372,0.142823696,791.2666667,791.2666667,83102.45653,0.142823696,0.010201693,105.0245891,0,BENIGN
746.125,746.125,5044,11938,23108,2866,910.5602585,829119.9844,2866,65160,0.066285372,0.066285372,0.142823696,746.125,746.125,83585.56964,0.142823696,0.00952158,112.0262284,0,BENIGN
707.7647059,707.7647059,5138,12032,23248,2866,896.6004769,803892.4152,2866,65160,0.066285372,0.066285372,0.142823935,707.7647059,707.7647059,84243.5831,0.142823935,0.008926496,119.0276689,0,BENIGN
240.1428571,240.1428571,4969,4969,8978,1399,317.5884257,100862.4082,1399,32120,0.067485809,0.067485809,0.31002593,248.45,248.45,16266.38131,0.31002593,0.016317154,64.51073294,74,BENIGN
233.1818182,233.1818182,5056,5056,9104,1399,311.9219944,97295.33058,1399,32120,0.067485809,0.067485809,0.315115213,240.7619048,240.7619048,16279.75985,0.315115213,0.015755761,66.64229179,74,BENIGN
672.1111111,672.1111111,3821,12098,23332,2866,883.652514,780841.7654,2866,65160,0.066285372,0.066285372,0.155426741,672.1111111,672.1111111,77837.3139,0.155426741,0.009142749,115.8101876,0,BENIGN
227.4347826,227.4347826,5157,5157,9258,1399,306.2543453,93791.72401,1399,32120,0.067485809,0.067485809,0.316199303,234.4090909,234.4090909,16543.36349,0.316199303,0.01505711,69.57637102,74,BENIGN
222.3333333,222.3333333,5262,5262,9420,1399,300.8027685,90482.30556,1399,32120,0.067485809,0.067485809,0.316495657,228.7826087,228.7826087,16859.63103,0.316495657,0.014386166,72.67082342,74,BENIGN
217.04,217.04,5352,5352,9552,1399,295.8639525,87535.4784,1399,32120,0.067485809,0.067485809,0.31717062,223,223,17107.51141,0.31717062,0.013790027,75.66905157,74,BENIGN
211.2307692,211.2307692,5418,5418,9636,1399,291.568874,85012.40828,1399,32120,0.067485809,0.067485809,0.317354202,216.72,216.72,17305.58461,0.317354202,0.013223092,78.776332,74,BENIGN
675.7368421,675.7368421,4562,12839,24766,2866,860.2217488,739981.4571,2866,65160,0.066285372,0.066285372,0.168962002,675.7368421,675.7368421,75987.49934,0.168962002,0.009386778,112.4513192,0,BENIGN
655.25,655.25,4828,13105,25250,2866,843.1825944,710956.8875,2866,65160,0.066285372,0.066285372,0.168962479,655.25,655.25,77561.59892,0.168962479,0.008892762,118.3694756,0,BENIGN
628.6666667,628.6666667,4925,13202,25396,2866,831.4055989,691235.2698,2866,65160,0.066285372,0.066285372,0.168962479,628.6666667,628.6666667,78135.69087,0.168962479,0.008448124,124.2879494,0,BENIGN
205.4074074,205.4074074,5472,5472,9696,1399,287.6551767,82745.50069,1399,32120,0.067485809,0.067485809,0.329197168,210.4615385,210.4615385,16847.04649,0.329197168,0.013167887,78.98002322,74,BENIGN
